H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
BosCrete09	Hs04	BosAtns03	42114	347371	-0.7837452	-0.7837452	0.008461252	-92.62756
PSP01	Hs04	BosAtns03	88368	90495	-0.01189178	-0.01189178	0.01004556	-1.183785
PSP02	Hs04	BosAtns03	87936	90418	-0.01391614	-0.01391614	0.008619451	-1.614505
PSP03	Hs04	BosAtns03	90131	92442	-0.01265795	-0.01265795	0.008942002	-1.415561
PSP07	Hs04	BosAtns03	89454	86684	0.01572631	0.01572631	0.007970929	1.972958
PSP08	Hs04	BosAtns03	89351	89132	0.001227008	0.001227008	0.008091011	0.1516507
PSP09	Hs04	BosAtns03	88941	89917	-0.005456843	-0.005456843	0.007465827	-0.7309094
PSP12	Hs04	BosAtns03	90300	91745	-0.007937598	-0.007937598	0.009464965	-0.8386294
PSP15	Hs04	BosAtns03	88455	89030	-0.00323971	-0.00323971	0.00846659	-0.3826464
PSP20	Hs04	BosAtns03	89738	89579	0.0008866979	0.0008866979	0.008371191	0.1059225
Hs01	Hs04	BosAtns03	87060	88743	-0.009573215	-0.009573215	0.008066758	-1.186749
Hs02	Hs04	BosAtns03	86779	94255	-0.04129611	-0.04129611	0.01096316	-3.766808
Hs03	Hs04	BosAtns03	92345	89093	0.01792348	0.01792348	0.008693817	2.061635
Min11	Hs05	BosAtns03	77321	190935	-0.4235283	-0.4235283	0.02120602	-19.97208
Min01	Hs05	BosAtns03	75760	207839	-0.4657245	-0.4657245	0.01754288	-26.54778
Min02	Hs05	BosAtns03	81548	171741	-0.3560873	-0.3560873	0.02102604	-16.93554
Min03	Hs05	BosAtns03	75463	206838	-0.4653721	-0.4653721	0.01833905	-25.37602
Min04	Hs05	BosAtns03	76077	204874	-0.4584323	-0.4584323	0.02045856	-22.40784
Min05	Hs05	BosAtns03	77229	200238	-0.4433284	-0.4433284	0.02253907	-19.66933
Min06	Hs05	BosAtns03	72717	222106	-0.5067074	-0.5067074	0.01764479	-28.7171
Min07	Hs05	BosAtns03	78412	182959	-0.3999946	-0.3999946	0.02081733	-19.21451
Min08	Hs05	BosAtns03	76138	201756	-0.4520357	-0.4520357	0.01998891	-22.61432
Min09	Hs05	BosAtns03	77685	182720	-0.4033525	-0.4033525	0.02060145	-19.57884
Min10	Hs05	BosAtns03	69580	236531	-0.5453937	-0.5453937	0.01668963	-32.6786
BosCrete01	Hs05	BosAtns03	45056	360802	-0.7779716	-0.7779716	0.008311216	-93.60503
BosCrete02	Hs05	BosAtns03	45113	355260	-0.7746451	-0.7746451	0.008809046	-87.93746
BosCrete03	Hs05	BosAtns03	44418	355496	-0.7778622	-0.7778622	0.008906869	-87.33285
BosCrete04	Hs05	BosAtns03	43951	359517	-0.7821339	-0.7821339	0.008627885	-90.65187
BosCrete05	Hs05	BosAtns03	44833	355547	-0.7760478	-0.7760478	0.008690352	-89.29992
BosCrete06	Hs05	BosAtns03	44234	361391	-0.7818971	-0.7818971	0.008562652	-91.31483
BosCrete07	Hs05	BosAtns03	44134	359698	-0.781424	-0.781424	0.008347066	-93.6166
BosCrete08	Hs05	BosAtns03	44555	358802	-0.7790791	-0.7790791	0.008992899	-86.6327
BosCrete09	Hs05	BosAtns03	42673	347806	-0.7814325	-0.7814325	0.008758696	-89.21791
PSP01	Hs05	BosAtns03	89643	90057	-0.00230384	-0.00230384	0.009956292	-0.2313954
PSP02	Hs05	BosAtns03	90308	90986	-0.003739782	-0.003739782	0.009025923	-0.4143379
PSP03	Hs05	BosAtns03	91962	92549	-0.003181382	-0.003181382	0.009216175	-0.3451955
PSP07	Hs05	BosAtns03	92474	88008	0.02474485	0.02474485	0.008971497	2.758163
PSP08	Hs05	BosAtns03	91236	89266	0.01091401	0.01091401	0.009353657	1.166817
PSP09	Hs05	BosAtns03	91264	90481	0.004308234	0.004308234	0.008889731	0.4846304
PSP12	Hs05	BosAtns03	91545	91226	0.001745353	0.001745353	0.009888766	0.1764986
PSP15	Hs05	BosAtns03	92276	91139	0.006199057	0.006199057	0.009842974	0.6297951
PSP20	Hs05	BosAtns03	92842	90855	0.01081673	0.01081673	0.009201669	1.175518
Hs01	Hs05	BosAtns03	90774	90711	0.0003471361	0.0003471361	0.008662229	0.04007469
Hs02	Hs05	BosAtns03	89200	94970	-0.03132975	-0.03132975	0.01179052	-2.657198
Hs03	Hs05	BosAtns03	94384	89230	0.02806976	0.02806976	0.009319705	3.011872
Hs04	Hs05	BosAtns03	90601	88814	0.009960148	0.009960148	0.00860345	1.157692
Min11	Hs06	BosAtns03	79127	187255	-0.4059133	-0.4059133	0.02254953	-18.00096
Min01	Hs06	BosAtns03	77928	204598	-0.4483481	-0.4483481	0.01786009	-25.10335
Min02	Hs06	BosAtns03	83903	168624	-0.3354928	-0.3354928	0.02067304	-16.22852
Min03	Hs06	BosAtns03	77708	203505	-0.4473371	-0.4473371	0.01994688	-22.42641
Min04	Hs06	BosAtns03	78250	201469	-0.4405099	-0.4405099	0.02099287	-20.98379
Min05	Hs06	BosAtns03	78570	196071	-0.4278349	-0.4278349	0.02229663	-19.18832
Min06	Hs06	BosAtns03	72938	216686	-0.4963263	-0.4963263	0.01843048	-26.92964
Min07	Hs06	BosAtns03	79699	178732	-0.3832087	-0.3832087	0.02156257	-17.77194
Min08	Hs06	BosAtns03	77697	197732	-0.435811	-0.435811	0.02019784	-21.57711
Min09	Hs06	BosAtns03	80207	179766	-0.382959	-0.382959	0.02095042	-18.2793
Min10	Hs06	BosAtns03	69465	230804	-0.5373149	-0.5373149	0.01675619	-32.06664
BosCrete01	Hs06	BosAtns03	45086	354860	-0.7745396	-0.7745396	0.008572864	-90.34782
BosCrete02	Hs06	BosAtns03	45342	349537	-0.7703499	-0.7703499	0.009101023	-84.64432
BosCrete03	Hs06	BosAtns03	44824	349883	-0.7728746	-0.7728746	0.009150195	-84.46536
BosCrete04	Hs06	BosAtns03	43913	353454	-0.7789801	-0.7789801	0.008905996	-87.46693
BosCrete05	Hs06	BosAtns03	44765	349459	-0.7728956	-0.7728956	0.008864718	-87.18784
BosCrete06	Hs06	BosAtns03	44473	355575	-0.7776617	-0.7776617	0.008864148	-87.73113
BosCrete07	Hs06	BosAtns03	44237	353803	-0.7777259	-0.7777259	0.008468945	-91.83268
BosCrete08	Hs06	BosAtns03	45003	353267	-0.7740076	-0.7740076	0.009242242	-83.74673
BosCrete09	Hs06	BosAtns03	42995	342289	-0.776814	-0.776814	0.009277701	-83.72915
PSP01	Hs06	BosAtns03	92676	87865	0.02664769	0.02664769	0.01018798	2.615601
PSP02	Hs06	BosAtns03	93140	88537	0.02533617	0.02533617	0.01069374	2.369252
PSP03	Hs06	BosAtns03	96280	91572	0.02506228	0.02506228	0.01112883	2.252014
PSP07	Hs06	BosAtns03	96146	86403	0.05337197	0.05337197	0.009125338	5.848766
PSP08	Hs06	BosAtns03	96544	89295	0.03900688	0.03900688	0.01076791	3.62251
PSP09	Hs06	BosAtns03	95710	89542	0.03329519	0.03329519	0.009463631	3.518226
PSP12	Hs06	BosAtns03	96025	90436	0.0299741	0.0299741	0.01151707	2.60258
PSP15	Hs06	BosAtns03	94599	88210	0.03494905	0.03494905	0.01040166	3.35995
PSP20	Hs06	BosAtns03	95322	88097	0.03939068	0.03939068	0.01074351	3.666463
Hs01	Hs06	BosAtns03	94392	89055	0.02909287	0.02909287	0.01002032	2.903388
Hs02	Hs06	BosAtns03	93391	93845	-0.002424747	-0.002424747	0.01275887	-0.1900441
Hs03	Hs06	BosAtns03	97936	87493	0.05631805	0.05631805	0.009425155	5.975292
Hs04	Hs06	BosAtns03	93837	86870	0.03855412	0.03855412	0.01001946	3.847924
Hs05	Hs06	BosAtns03	94145	88866	0.02884526	0.02884526	0.0106004	2.721148
Min11	Hs07	BosAtns03	76325	192005	-0.4311109	-0.4311109	0.02082468	-20.70192
Min01	Hs07	BosAtns03	74437	208603	-0.4740178	-0.4740178	0.01668361	-28.41218
Min02	Hs07	BosAtns03	81683	173818	-0.3606052	-0.3606052	0.02110055	-17.08985
Min03	Hs07	BosAtns03	75673	209099	-0.4685362	-0.4685362	0.01927443	-24.30869
Min04	Hs07	BosAtns03	75765	206518	-0.4631983	-0.4631983	0.02008951	-23.05673
Min05	Hs07	BosAtns03	76527	201584	-0.4496658	-0.4496658	0.02216087	-20.29098
Min06	Hs07	BosAtns03	72448	223860	-0.5109953	-0.5109953	0.0181737	-28.11729
Min07	Hs07	BosAtns03	78519	185064	-0.404218	-0.404218	0.02153104	-18.77373
Min08	Hs07	BosAtns03	76690	204267	-0.4540802	-0.4540802	0.02048764	-22.16361
Min09	Hs07	BosAtns03	77153	184151	-0.4094771	-0.4094771	0.01994642	-20.52885
Min10	Hs07	BosAtns03	69880	238872	-0.547339	-0.547339	0.01687012	-32.44428
BosCrete01	Hs07	BosAtns03	45555	363524	-0.7772802	-0.7772802	0.008747821	-88.85415
BosCrete02	Hs07	BosAtns03	45466	357911	-0.7745732	-0.7745732	0.009176667	-84.40681
BosCrete03	Hs07	BosAtns03	44886	358137	-0.7772534	-0.7772534	0.009069339	-85.70122
BosCrete04	Hs07	BosAtns03	44360	362125	-0.7817386	-0.7817386	0.009133094	-85.59406
BosCrete05	Hs07	BosAtns03	45131	357975	-0.7760837	-0.7760837	0.008928315	-86.92388
BosCrete06	Hs07	BosAtns03	44713	364046	-0.7812256	-0.7812256	0.008925772	-87.52471
BosCrete07	Hs07	BosAtns03	44618	362365	-0.7807378	-0.7807378	0.008647939	-90.28021
BosCrete08	Hs07	BosAtns03	44948	361429	-0.7787867	-0.7787867	0.009310347	-83.64744
BosCrete09	Hs07	BosAtns03	43423	350698	-0.7796464	-0.7796464	0.009253124	-84.25763
PSP01	Hs07	BosAtns03	88924	91269	-0.01301382	-0.01301382	0.009555244	-1.361956
PSP02	Hs07	BosAtns03	90741	93391	-0.01439185	-0.01439185	0.009356736	-1.538127
PSP03	Hs07	BosAtns03	90326	92841	-0.01373064	-0.01373064	0.009648878	-1.42303
PSP07	Hs07	BosAtns03	92179	89579	0.01430473	0.01430473	0.008389189	1.705139
PSP08	Hs07	BosAtns03	91085	91009	0.0004173669	0.0004173669	0.008804628	0.04740312
PSP09	Hs07	BosAtns03	89606	90718	-0.006166678	-0.006166678	0.007518443	-0.8202068
PSP12	Hs07	BosAtns03	90811	92403	-0.008689292	-0.008689292	0.009928234	-0.8752102
PSP15	Hs07	BosAtns03	90940	91736	-0.004357442	-0.004357442	0.008812848	-0.4944419
PSP20	Hs07	BosAtns03	91066	91021	0.0002471346	0.0002471346	0.008950909	0.02761
Hs01	Hs07	BosAtns03	90402	92210	-0.009900773	-0.009900773	0.008371597	-1.182662
Hs02	Hs07	BosAtns03	88415	96068	-0.0414835	-0.0414835	0.01117808	-3.711148
Hs03	Hs07	BosAtns03	93461	90187	0.01782758	0.01782758	0.008577298	2.078461
Hs04	Hs07	BosAtns03	89675	89886	-0.001175088	-0.001175088	0.008147702	-0.1442233
Hs05	Hs07	BosAtns03	92075	93971	-0.01019103	-0.01019103	0.009559185	-1.066098
Hs06	Hs07	BosAtns03	88712	95858	-0.03871702	-0.03871702	0.009394709	-4.121152
Min11	Hs08	BosAtns03	79530	188196	-0.4058851	-0.4058851	0.02180807	-18.6117
Min01	Hs08	BosAtns03	77010	204164	-0.4522253	-0.4522253	0.01747987	-25.87121
Min02	Hs08	BosAtns03	84554	169706	-0.3349013	-0.3349013	0.02125603	-15.75559
Min03	Hs08	BosAtns03	78242	204658	-0.4468575	-0.4468575	0.01958314	-22.81848
Min04	Hs08	BosAtns03	79151	202882	-0.4387111	-0.4387111	0.02112414	-20.76823
Min05	Hs08	BosAtns03	78933	196915	-0.4277066	-0.4277066	0.02229242	-19.18619
Min06	Hs08	BosAtns03	74785	219122	-0.4910975	-0.4910975	0.01894361	-25.92418
Min07	Hs08	BosAtns03	81763	181263	-0.3782896	-0.3782896	0.02234555	-16.92908
Min08	Hs08	BosAtns03	79467	200056	-0.4314099	-0.4314099	0.0215499	-20.01912
Min09	Hs08	BosAtns03	80262	180359	-0.3840711	-0.3840711	0.02067451	-18.57704
Min10	Hs08	BosAtns03	70118	232094	-0.5359681	-0.5359681	0.01691563	-31.68478
BosCrete01	Hs08	BosAtns03	45634	356490	-0.7730352	-0.7730352	0.008341856	-92.66945
BosCrete02	Hs08	BosAtns03	45609	350873	-0.7699315	-0.7699315	0.008844104	-87.05592
BosCrete03	Hs08	BosAtns03	44974	351150	-0.7729297	-0.7729297	0.008969295	-86.17508
BosCrete04	Hs08	BosAtns03	44023	354647	-0.7791507	-0.7791507	0.008593523	-90.6672
BosCrete05	Hs08	BosAtns03	45410	351150	-0.7709804	-0.7709804	0.008948308	-86.15936
BosCrete06	Hs08	BosAtns03	44548	356722	-0.777965	-0.777965	0.00861297	-90.32481
BosCrete07	Hs08	BosAtns03	44805	355427	-0.7761049	-0.7761049	0.008524431	-91.04477
BosCrete08	Hs08	BosAtns03	44976	354290	-0.7747066	-0.7747066	0.008932261	-86.73129
BosCrete09	Hs08	BosAtns03	43171	343474	-0.7766892	-0.7766892	0.008955672	-86.72595
PSP01	Hs08	BosAtns03	94179	89569	0.02508871	0.02508871	0.009927736	2.527133
PSP02	Hs08	BosAtns03	93584	89183	0.02407984	0.02407984	0.01001102	2.405333
PSP03	Hs08	BosAtns03	96250	91759	0.02388715	0.02388715	0.01052754	2.269016
PSP07	Hs08	BosAtns03	97081	87469	0.05208345	0.05208345	0.0101314	5.140796
PSP08	Hs08	BosAtns03	95148	88156	0.03814428	0.03814428	0.01007757	3.785067
PSP09	Hs08	BosAtns03	95193	89274	0.03208704	0.03208704	0.009189764	3.491607
PSP12	Hs08	BosAtns03	95675	90313	0.02882982	0.02882982	0.01101462	2.617414
PSP15	Hs08	BosAtns03	96043	89895	0.03306479	0.03306479	0.009984282	3.311684
PSP20	Hs08	BosAtns03	95445	88477	0.03788563	0.03788563	0.009525632	3.977229
Hs01	Hs08	BosAtns03	93439	88281	0.02838433	0.02838433	0.008713744	3.257421
Hs02	Hs08	BosAtns03	91114	91833	-0.0039301	-0.0039301	0.01218228	-0.3226079
Hs03	Hs08	BosAtns03	97524	87354	0.05500925	0.05500925	0.01061908	5.180228
Hs04	Hs08	BosAtns03	94584	87796	0.03721899	0.03721899	0.009354099	3.978897
Hs05	Hs08	BosAtns03	94701	89602	0.0276664	0.0276664	0.01058972	2.612571
Hs06	Hs08	BosAtns03	92031	92305	-0.001486416	-0.001486416	0.01125459	-0.132072
Hs07	Hs08	BosAtns03	96123	89197	0.03737319	0.03737319	0.009796856	3.814815
Min11	Hs09	BosAtns03	78236	188724	-0.4138747	-0.4138747	0.02154692	-19.20807
Min01	Hs09	BosAtns03	76248	205268	-0.4583043	-0.4583043	0.01796271	-25.51421
Min02	Hs09	BosAtns03	83166	170236	-0.3436042	-0.3436042	0.02131776	-16.11822
Min03	Hs09	BosAtns03	77657	205879	-0.4522248	-0.4522248	0.02046611	-22.09627
Min04	Hs09	BosAtns03	77727	203341	-0.4469168	-0.4469168	0.02118301	-21.09789
Min05	Hs09	BosAtns03	78378	198272	-0.4333779	-0.4333779	0.02300912	-18.83505
Min06	Hs09	BosAtns03	73790	220027	-0.4977146	-0.4977146	0.01920995	-25.90921
Min07	Hs09	BosAtns03	80664	182017	-0.3858406	-0.3858406	0.02236163	-17.25458
Min08	Hs09	BosAtns03	77615	200041	-0.4409269	-0.4409269	0.02076239	-21.23681
Min09	Hs09	BosAtns03	78373	180325	-0.3940966	-0.3940966	0.02033675	-19.37855
Min10	Hs09	BosAtns03	69794	233585	-0.539889	-0.539889	0.01632765	-33.06593
BosCrete01	Hs09	BosAtns03	45479	358003	-0.7745674	-0.7745674	0.008530064	-90.8044
BosCrete02	Hs09	BosAtns03	45686	352595	-0.7705841	-0.7705841	0.009048569	-85.16088
BosCrete03	Hs09	BosAtns03	44660	352522	-0.7751157	-0.7751157	0.008927074	-86.82752
BosCrete04	Hs09	BosAtns03	44164	356418	-0.7795008	-0.7795008	0.008811843	-88.46059
BosCrete05	Hs09	BosAtns03	45034	352535	-0.7734532	-0.7734532	0.008845557	-87.43973
BosCrete06	Hs09	BosAtns03	44555	358454	-0.7788883	-0.7788883	0.008709546	-89.42927
BosCrete07	Hs09	BosAtns03	44580	356914	-0.7779294	-0.7779294	0.008591083	-90.5508
BosCrete08	Hs09	BosAtns03	44717	355700	-0.7766478	-0.7766478	0.0090552	-85.76816
BosCrete09	Hs09	BosAtns03	43078	345217	-0.7781172	-0.7781172	0.008893196	-87.49579
PSP01	Hs09	BosAtns03	92699	90034	0.01458412	0.01458412	0.0125138	1.165443
PSP02	Hs09	BosAtns03	91734	89371	0.01304768	0.01304768	0.01151665	1.132941
PSP03	Hs09	BosAtns03	94167	91665	0.01346377	0.01346377	0.01145279	1.175589
PSP07	Hs09	BosAtns03	94893	87276	0.04181282	0.04181282	0.01108583	3.771735
PSP08	Hs09	BosAtns03	92929	87886	0.02789039	0.02789039	0.01005115	2.774844
PSP09	Hs09	BosAtns03	92873	88994	0.02132877	0.02132877	0.01070247	1.992883
PSP12	Hs09	BosAtns03	92875	89502	0.01849466	0.01849466	0.01263351	1.463936
PSP15	Hs09	BosAtns03	93076	88862	0.02316174	0.02316174	0.01067492	2.169734
PSP20	Hs09	BosAtns03	94475	89533	0.02685753	0.02685753	0.01004456	2.673838
Hs01	Hs09	BosAtns03	91693	88463	0.01792891	0.01792891	0.0101496	1.766465
Hs02	Hs09	BosAtns03	90916	93663	-0.01488252	-0.01488252	0.01267114	-1.174521
Hs03	Hs09	BosAtns03	96334	88179	0.04419743	0.04419743	0.0112344	3.934115
Hs04	Hs09	BosAtns03	92459	87668	0.0265979	0.0265979	0.01045851	2.543182
Hs05	Hs09	BosAtns03	93409	90411	0.01630943	0.01630943	0.01228523	1.327565
Hs06	Hs09	BosAtns03	91007	93267	-0.01226435	-0.01226435	0.01182252	-1.037371
Hs07	Hs09	BosAtns03	93595	88563	0.02762437	0.02762437	0.01063922	2.596467
Hs08	Hs09	BosAtns03	91513	93466	-0.01055796	-0.01055796	0.01240012	-0.85144
Min11	Hs10	BosAtns03	78400	191171	-0.4183351	-0.4183351	0.02147355	-19.48141
Min01	Hs10	BosAtns03	76645	208017	-0.4615017	-0.4615017	0.0180837	-25.52031
Min02	Hs10	BosAtns03	83692	173004	-0.3479291	-0.3479291	0.02150558	-16.17855
Min03	Hs10	BosAtns03	76772	207404	-0.459687	-0.459687	0.01861306	-24.69701
Min04	Hs10	BosAtns03	75628	203555	-0.4582192	-0.4582192	0.01891992	-24.21887
Min05	Hs10	BosAtns03	77793	199986	-0.4398929	-0.4398929	0.02170024	-20.27134
Min06	Hs10	BosAtns03	73005	221603	-0.5043923	-0.5043923	0.01806677	-27.91823
Min07	Hs10	BosAtns03	79778	183493	-0.3939477	-0.3939477	0.02083307	-18.90972
Min08	Hs10	BosAtns03	77359	202186	-0.4465363	-0.4465363	0.01968123	-22.68843
Min09	Hs10	BosAtns03	78551	182745	-0.3987585	-0.3987585	0.01947931	-20.47088
Min10	Hs10	BosAtns03	70123	236409	-0.5424752	-0.5424752	0.01618325	-33.52079
BosCrete01	Hs10	BosAtns03	45777	361220	-0.7750499	-0.7750499	0.008583988	-90.29019
BosCrete02	Hs10	BosAtns03	45831	355682	-0.7717085	-0.7717085	0.009125292	-84.56809
BosCrete03	Hs10	BosAtns03	44845	355487	-0.775961	-0.775961	0.008963238	-86.5715
BosCrete04	Hs10	BosAtns03	44527	359698	-0.779692	-0.779692	0.0088749	-87.85361
BosCrete05	Hs10	BosAtns03	45295	355599	-0.77403	-0.77403	0.008891475	-87.05305
BosCrete06	Hs10	BosAtns03	44826	361632	-0.7794311	-0.7794311	0.008721497	-89.36896
BosCrete07	Hs10	BosAtns03	44633	359840	-0.7793029	-0.7793029	0.00855184	-91.12693
BosCrete08	Hs10	BosAtns03	45182	359031	-0.7764446	-0.7764446	0.009065123	-85.65186
BosCrete09	Hs10	BosAtns03	43368	348095	-0.7784312	-0.7784312	0.008998165	-86.50999
PSP01	Hs10	BosAtns03	91785	91067	0.003926673	0.003926673	0.009929277	0.3954641
PSP02	Hs10	BosAtns03	90779	90358	0.002324208	0.002324208	0.009262699	0.2509212
PSP03	Hs10	BosAtns03	94001	93413	0.003137439	0.003137439	0.009991346	0.3140157
PSP07	Hs10	BosAtns03	92752	87139	0.03120223	0.03120223	0.008144909	3.830887
PSP08	Hs10	BosAtns03	91866	88741	0.01730276	0.01730276	0.008343539	2.073792
PSP09	Hs10	BosAtns03	93271	91335	0.0104872	0.0104872	0.009402216	1.115397
PSP12	Hs10	BosAtns03	92381	91018	0.007431883	0.007431883	0.01025112	0.7249825
PSP15	Hs10	BosAtns03	92381	90157	0.01218376	0.01218376	0.01008906	1.207622
PSP20	Hs10	BosAtns03	92981	89864	0.01704723	0.01704723	0.00991486	1.719361
Hs01	Hs10	BosAtns03	91733	90591	0.006263575	0.006263575	0.008627088	0.7260358
Hs02	Hs10	BosAtns03	90365	95082	-0.02543584	-0.02543584	0.009756145	-2.607161
Hs03	Hs10	BosAtns03	94858	88646	0.03385212	0.03385212	0.009711806	3.485667
Hs04	Hs10	BosAtns03	91947	89060	0.01594966	0.01594966	0.009154894	1.7422
Hs05	Hs10	BosAtns03	93066	92008	0.005716632	0.005716632	0.00971593	0.5883772
Hs06	Hs10	BosAtns03	91404	95623	-0.02255824	-0.02255824	0.01120841	-2.012617
Hs07	Hs10	BosAtns03	94453	91423	0.01630119	0.01630119	0.009207746	1.770378
Hs08	Hs10	BosAtns03	91200	95193	-0.02142248	-0.02142248	0.01082417	-1.979133
Hs09	Hs10	BosAtns03	91417	93343	-0.01042433	-0.01042433	0.01166949	-0.8932978
Min11	BosAtns01	BosAtns03	263006	59821	0.6293928	0.6293928	0.01607588	39.15138
Min01	BosAtns01	BosAtns03	245825	61317	0.6007254	0.6007254	0.01488684	40.35279
Min02	BosAtns01	BosAtns03	282532	55806	0.6701169	0.6701169	0.01462517	45.81943
Min03	BosAtns01	BosAtns03	246614	60437	0.606339	0.606339	0.01535193	39.49594
Min04	BosAtns01	BosAtns03	247630	60126	0.6092619	0.6092619	0.01817414	33.52356
Min05	BosAtns01	BosAtns03	251751	58308	0.6238909	0.6238909	0.01566974	39.81502
Min06	BosAtns01	BosAtns03	231133	63234	0.570373	0.570373	0.01802893	31.63655
Min07	BosAtns01	BosAtns03	271318	58726	0.6441323	0.6441323	0.0156396	41.186
Min08	BosAtns01	BosAtns03	252585	60671	0.6126427	0.6126427	0.0159192	38.4845
Min09	BosAtns01	BosAtns03	266225	57593	0.6442878	0.6442878	0.0143947	44.75868
Min10	BosAtns01	BosAtns03	214760	65031	0.5351459	0.5351459	0.01832028	29.21058
BosCrete01	BosAtns01	BosAtns03	84412	82921	0.008910376	0.008910376	0.01063947	0.8374829
BosCrete02	BosAtns01	BosAtns03	87931	81126	0.0402527	0.0402527	0.01430564	2.813764
BosCrete03	BosAtns01	BosAtns03	83096	80492	0.01591804	0.01591804	0.01099583	1.447643
BosCrete04	BosAtns01	BosAtns03	82886	82392	0.002988904	0.002988904	0.01080353	0.27666
BosCrete05	BosAtns01	BosAtns03	83838	81462	0.01437387	0.01437387	0.01297055	1.108193
BosCrete06	BosAtns01	BosAtns03	83114	83513	-0.00239457	-0.00239457	0.01139256	-0.2101872
BosCrete07	BosAtns01	BosAtns03	84156	83483	0.004014579	0.004014579	0.01111997	0.3610243
BosCrete08	BosAtns01	BosAtns03	83457	81726	0.01047929	0.01047929	0.01295559	0.8088623
BosCrete09	BosAtns01	BosAtns03	79286	80075	-0.004951023	-0.004951023	0.01219161	-0.406101
PSP01	BosAtns01	BosAtns03	357351	44060	0.7804744	0.7804744	0.008855373	88.13568
PSP02	BosAtns01	BosAtns03	359999	44526	0.7798603	0.7798603	0.008852458	88.09534
PSP03	BosAtns01	BosAtns03	362312	45364	0.7774507	0.7774507	0.009155682	84.91456
PSP07	BosAtns01	BosAtns03	365083	43601	0.7866273	0.7866273	0.008345149	94.26163
PSP08	BosAtns01	BosAtns03	362001	43799	0.784135	0.784135	0.008032908	97.61534
PSP09	BosAtns01	BosAtns03	362849	44538	0.781348	0.781348	0.008463643	92.31816
PSP12	BosAtns01	BosAtns03	361828	44424	0.7812983	0.7812983	0.008611992	90.72214
PSP15	BosAtns01	BosAtns03	361974	44131	0.7826621	0.7826621	0.008683135	90.13589
PSP20	BosAtns01	BosAtns03	360882	43810	0.7834897	0.7834897	0.008462734	92.58115
Hs01	BosAtns01	BosAtns03	362197	44697	0.7803015	0.7803015	0.008601965	90.712
Hs02	BosAtns01	BosAtns03	355707	44290	0.7785483	0.7785483	0.008577456	90.76681
Hs03	BosAtns01	BosAtns03	364026	44024	0.7842225	0.7842225	0.009145984	85.74501
Hs04	BosAtns01	BosAtns03	360593	43766	0.783529	0.783529	0.008307524	94.31558
Hs05	BosAtns01	BosAtns03	360868	44042	0.7824603	0.7824603	0.008354434	93.65809
Hs06	BosAtns01	BosAtns03	355133	44249	0.7784126	0.7784126	0.00869067	89.56877
Hs07	BosAtns01	BosAtns03	363777	44664	0.7812952	0.7812952	0.008954401	87.25265
Hs08	BosAtns01	BosAtns03	356518	44512	0.7780116	0.7780116	0.008465159	91.9075
Hs09	BosAtns01	BosAtns03	358054	44462	0.7790796	0.7790796	0.008525621	91.38098
Hs10	BosAtns01	BosAtns03	361259	44699	0.7797851	0.7797851	0.008789531	88.71749
Min11	BosAtns02	BosAtns03	260536	60093	0.6251556	0.6251556	0.01612019	38.78091
Min01	BosAtns02	BosAtns03	244483	62641	0.5920801	0.5920801	0.01647598	35.93595
Min02	BosAtns02	BosAtns03	279876	55938	0.6668513	0.6668513	0.01408142	47.35681
Min03	BosAtns02	BosAtns03	245357	61879	0.5971891	0.5971891	0.01607104	37.15934
Min04	BosAtns02	BosAtns03	245815	60956	0.6025961	0.6025961	0.01843702	32.68403
Min05	BosAtns02	BosAtns03	250785	59991	0.6139277	0.6139277	0.01697308	36.17067
Min06	BosAtns02	BosAtns03	229011	63696	0.5647798	0.5647798	0.01797913	31.41307
Min07	BosAtns02	BosAtns03	269372	59481	0.6382517	0.6382517	0.01572228	40.59536
Min08	BosAtns02	BosAtns03	251958	62710	0.6014212	0.6014212	0.01733278	34.69848
Min09	BosAtns02	BosAtns03	264040	58246	0.6385446	0.6385446	0.01532574	41.66485
Min10	BosAtns02	BosAtns03	213357	66159	0.5266174	0.5266174	0.01859789	28.31597
BosCrete01	BosAtns02	BosAtns03	84360	84757	-0.002347487	-0.002347487	0.01139223	-0.2060603
BosCrete02	BosAtns02	BosAtns03	88066	83221	0.02828586	0.02828586	0.01469878	1.924368
BosCrete03	BosAtns02	BosAtns03	84252	83536	0.00426729	0.00426729	0.01261549	0.3382581
BosCrete04	BosAtns02	BosAtns03	82846	84327	-0.008859086	-0.008859086	0.01250944	-0.7081923
BosCrete05	BosAtns02	BosAtns03	83157	82706	0.002719112	0.002719112	0.01307828	0.2079105
BosCrete06	BosAtns02	BosAtns03	83406	85647	-0.0132562	-0.0132562	0.01284861	-1.031722
BosCrete07	BosAtns02	BosAtns03	81390	82626	-0.00753585	-0.00753585	0.01169153	-0.6445564
BosCrete08	BosAtns02	BosAtns03	84489	84665	-0.001040472	-0.001040472	0.01288861	-0.08072801
BosCrete09	BosAtns02	BosAtns03	78858	81624	-0.01723558	-0.01723558	0.01203007	-1.432708
PSP01	BosAtns02	BosAtns03	354071	44077	0.7785899	0.7785899	0.008880922	87.66994
PSP02	BosAtns02	BosAtns03	357041	44750	0.7772474	0.7772474	0.008758865	88.73836
PSP03	BosAtns02	BosAtns03	358913	45024	0.7770741	0.7770741	0.008987177	86.46476
