H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
Hs10	PU1555_04	PU1555_10	203135	151778	0.1447031	0.1447031	0.008074188	17.92169
BosAtns01	PU1555_04	PU1555_10	303267	81151	0.5777981	0.5777981	0.006856366	84.27177
BosAtns02	PU1555_04	PU1555_10	302404	80846	0.5781031	0.5781031	0.006022475	95.99095
BosAtns03	PU1555_04	PU1555_10	303576	81128	0.5782316	0.5782316	0.006273007	92.17773
BosAtns04	PU1555_04	PU1555_10	302371	81058	0.5771942	0.5771942	0.006542825	88.21789
BosAtns05	PU1555_04	PU1555_10	291928	79059	0.573791	0.573791	0.006768025	84.77969
BosAtns06	PU1555_04	PU1555_10	302885	80693	0.5792616	0.5792616	0.00653022	88.70476
BosAtns07	PU1555_04	PU1555_10	301097	81856	0.5725011	0.5725011	0.007040624	81.31397
BosAtns08	PU1555_04	PU1555_10	302416	81956	0.5735589	0.5735589	0.007185543	79.82124
BosAtns09	PU1555_04	PU1555_10	301601	80857	0.5771719	0.5771719	0.006539404	88.26062
BosAtns10	PU1555_04	PU1555_10	304223	81710	0.5765586	0.5765586	0.006669018	86.45331
Mino01	PU1555_04	PU1555_10	269047	106154	0.4341486	0.4341486	0.01095788	39.61976
Mino02	PU1555_04	PU1555_10	258474	111020	0.3990701	0.3990701	0.01177555	33.88972
Mino03	PU1555_04	PU1555_10	266699	108442	0.42186	0.42186	0.01196303	35.26364
Mino04	PU1555_04	PU1555_10	260793	111642	0.4004753	0.4004753	0.01164466	34.39132
Mino05	PU1555_04	PU1555_10	277336	101349	0.4647319	0.4647319	0.01074701	43.24288
Mino06	PU1555_04	PU1555_10	252659	116286	0.3696296	0.3696296	0.01336465	27.65726
Mino07	PU1555_04	PU1555_10	245631	123713	0.3300934	0.3300934	0.01572287	20.99447
Mino08	PU1555_04	PU1555_10	267268	108440	0.4227432	0.4227432	0.01289599	32.78098
Mino09	PU1555_04	PU1555_10	252124	118126	0.3619122	0.3619122	0.01249864	28.95614
Mino10	PU1555_04	PU1555_10	259497	116029	0.3820455	0.3820455	0.01263227	30.24361
PU1555_01	PU1555_04	PU1555_10	173355	168144	0.0152592	0.0152592	0.005508868	2.769933
Min11	PU1555_05	PU1555_10	234883	127919	0.2948275	0.2948275	0.01298796	22.70006
Min01	PU1555_05	PU1555_10	241182	123561	0.3224764	0.3224764	0.01188049	27.14336
Min02	PU1555_05	PU1555_10	229174	133440	0.2640108	0.2640108	0.01208017	21.85488
Min03	PU1555_05	PU1555_10	248231	120841	0.345163	0.345163	0.01213941	28.43327
Min04	PU1555_05	PU1555_10	248599	119644	0.35019	0.35019	0.01293514	27.07276
Min05	PU1555_05	PU1555_10	240299	125890	0.3124316	0.3124316	0.01479906	21.11158
Min06	PU1555_05	PU1555_10	255387	115948	0.3755073	0.3755073	0.01287341	29.16921
Min07	PU1555_05	PU1555_10	232126	130857	0.278991	0.278991	0.01406533	19.83538
Min08	PU1555_05	PU1555_10	240791	125186	0.3158805	0.3158805	0.01299146	24.31446
Min09	PU1555_05	PU1555_10	230097	127475	0.2869967	0.2869967	0.01215866	23.60431
Min10	PU1555_05	PU1555_10	258923	109837	0.4042901	0.4042901	0.01125794	35.91156
BosCrete01	PU1555_05	PU1555_10	300929	81624	0.573267	0.573267	0.006177071	92.80563
BosCrete02	PU1555_05	PU1555_10	297504	82823	0.5644643	0.5644643	0.007234604	78.02282
BosCrete03	PU1555_05	PU1555_10	296727	81049	0.570915	0.570915	0.006790934	84.07018
BosCrete04	PU1555_05	PU1555_10	299112	81203	0.5729698	0.5729698	0.006308475	90.8254
BosCrete05	PU1555_05	PU1555_10	296016	79936	0.5747542	0.5747542	0.00674546	85.20608
BosCrete06	PU1555_05	PU1555_10	299721	81234	0.5735244	0.5735244	0.006518162	87.98867
BosCrete07	PU1555_05	PU1555_10	299634	81223	0.5734725	0.5734725	0.00613874	93.4186
BosCrete08	PU1555_05	PU1555_10	298877	81578	0.5711556	0.5711556	0.006532804	87.42886
BosCrete09	PU1555_05	PU1555_10	286875	77856	0.5730771	0.5730771	0.006554151	87.43728
PSP01	PU1555_05	PU1555_10	196315	152472	0.1257014	0.1257014	0.009037936	13.90819
PSP02	PU1555_05	PU1555_10	195725	154181	0.118729	0.118729	0.007851299	15.12221
PSP03	PU1555_05	PU1555_10	200135	152513	0.1350412	0.1350412	0.008580619	15.73793
PSP07	PU1555_05	PU1555_10	197040	156553	0.1145017	0.1145017	0.007599864	15.06628
PSP08	PU1555_05	PU1555_10	196859	154962	0.1190861	0.1190861	0.008322217	14.30942
PSP09	PU1555_05	PU1555_10	197826	156201	0.1175758	0.1175758	0.008376443	14.03648
PSP12	PU1555_05	PU1555_10	202028	152789	0.1387729	0.1387729	0.008267423	16.78551
PSP15	PU1555_05	PU1555_10	197835	154156	0.1240912	0.1240912	0.007897368	15.71299
PSP20	PU1555_05	PU1555_10	198853	152143	0.1330784	0.1330784	0.008753843	15.20229
Hs01	PU1555_05	PU1555_10	197864	155169	0.1209377	0.1209377	0.00844792	14.31568
Hs02	PU1555_05	PU1555_10	210944	146814	0.1792553	0.1792553	0.01020961	17.5575
Hs03	PU1555_05	PU1555_10	200017	147960	0.149599	0.149599	0.00789386	18.95131
Hs04	PU1555_05	PU1555_10	193858	154930	0.1116093	0.1116093	0.008567181	13.02755
Hs05	PU1555_05	PU1555_10	195591	155529	0.1140977	0.1140977	0.007967991	14.31951
Hs06	PU1555_05	PU1555_10	201604	152173	0.1397236	0.1397236	0.009096254	15.36057
Hs07	PU1555_05	PU1555_10	200890	153031	0.1352251	0.1352251	0.008224414	16.44191
Hs08	PU1555_05	PU1555_10	204406	149524	0.1550646	0.1550646	0.00805849	19.24238
Hs09	PU1555_05	PU1555_10	199503	153771	0.1294519	0.1294519	0.01006983	12.85542
Hs10	PU1555_05	PU1555_10	200395	152606	0.1353792	0.1353792	0.007540149	17.95445
BosAtns01	PU1555_05	PU1555_10	300002	81486	0.5727991	0.5727991	0.006639255	86.27461
BosAtns02	PU1555_05	PU1555_10	298987	80886	0.5741419	0.5741419	0.005903212	97.25924
BosAtns03	PU1555_05	PU1555_10	299883	81093	0.5742881	0.5742881	0.006206834	92.52514
BosAtns04	PU1555_05	PU1555_10	299002	81184	0.5729248	0.5729248	0.006418815	89.25711
BosAtns05	PU1555_05	PU1555_10	288962	79403	0.5688896	0.5688896	0.006788431	83.8028
BosAtns06	PU1555_05	PU1555_10	299728	81148	0.5738876	0.5738876	0.006375802	90.01025
BosAtns07	PU1555_05	PU1555_10	297432	81771	0.5687218	0.5687218	0.006871554	82.76465
BosAtns08	PU1555_05	PU1555_10	298659	81749	0.5702036	0.5702036	0.007005794	81.39028
BosAtns09	PU1555_05	PU1555_10	298268	81154	0.572223	0.572223	0.00641594	89.18772
BosAtns10	PU1555_05	PU1555_10	300961	82041	0.5715897	0.5715897	0.006581976	86.84166
Mino01	PU1555_05	PU1555_10	265754	106477	0.4278983	0.4278983	0.01091316	39.20938
Mino02	PU1555_05	PU1555_10	255659	111835	0.3913642	0.3913642	0.01161863	33.68419
Mino03	PU1555_05	PU1555_10	263635	109050	0.4147873	0.4147873	0.0116884	35.48709
Mino04	PU1555_05	PU1555_10	257911	112229	0.3935862	0.3935862	0.01202957	32.71823
Mino05	PU1555_05	PU1555_10	273946	101531	0.4591892	0.4591892	0.01076816	42.64326
Mino06	PU1555_05	PU1555_10	249592	116885	0.3621155	0.3621155	0.01320541	27.42175
Mino07	PU1555_05	PU1555_10	241953	123658	0.3235543	0.3235543	0.01565912	20.66235
Mino08	PU1555_05	PU1555_10	263375	108108	0.4179653	0.4179653	0.01247519	33.50373
Mino09	PU1555_05	PU1555_10	249497	119191	0.3534316	0.3534316	0.01279666	27.61905
Mino10	PU1555_05	PU1555_10	255625	115719	0.3767558	0.3767558	0.01266517	29.7474
PU1555_01	PU1555_05	PU1555_10	170735	169028	0.00502409	0.00502409	0.004657957	1.078604
PU1555_04	PU1555_05	PU1555_10	143650	147216	-0.01225994	-0.01225994	0.005744192	-2.134319
Min11	PU1555_06	PU1555_10	239513	126787	0.3077423	0.3077423	0.01300273	23.66751
Min01	PU1555_06	PU1555_10	245987	122634	0.3346337	0.3346337	0.01224026	27.33876
Min02	PU1555_06	PU1555_10	233669	132205	0.2773195	0.2773195	0.01206911	22.97763
Min03	PU1555_06	PU1555_10	253036	119862	0.3571325	0.3571325	0.01185508	30.12486
Min04	PU1555_06	PU1555_10	253496	118716	0.3621055	0.3621055	0.01308509	27.67314
Min05	PU1555_06	PU1555_10	245531	125367	0.3239813	0.3239813	0.01540439	21.03175
Min06	PU1555_06	PU1555_10	260773	115533	0.3859625	0.3859625	0.01318148	29.28067
Min07	PU1555_06	PU1555_10	236673	129650	0.2921547	0.2921547	0.01419109	20.58719
Min08	PU1555_06	PU1555_10	246465	125083	0.3266926	0.3266926	0.01359765	24.02566
Min09	PU1555_06	PU1555_10	235398	127178	0.2984754	0.2984754	0.01250445	23.86953
Min10	PU1555_06	PU1555_10	264463	109599	0.4140062	0.4140062	0.01167172	35.47089
BosCrete01	PU1555_06	PU1555_10	306163	80903	0.5819679	0.5819679	0.006376148	91.27266
BosCrete02	PU1555_06	PU1555_10	302753	82146	0.5731556	0.5731556	0.007423375	77.20956
BosCrete03	PU1555_06	PU1555_10	301634	80108	0.5803029	0.5803029	0.006964683	83.32079
BosCrete04	PU1555_06	PU1555_10	304251	80507	0.5815188	0.5815188	0.006615504	87.90241
BosCrete05	PU1555_06	PU1555_10	301277	79355	0.5830356	0.5830356	0.006843795	85.19185
BosCrete06	PU1555_06	PU1555_10	305307	80918	0.58098	0.58098	0.006949725	83.59755
BosCrete07	PU1555_06	PU1555_10	304815	80524	0.5820615	0.5820615	0.006445922	90.29918
BosCrete08	PU1555_06	PU1555_10	303690	80466	0.5810764	0.5810764	0.006600447	88.03592
BosCrete09	PU1555_06	PU1555_10	291653	77024	0.58216	0.58216	0.006718531	86.64989
PSP01	PU1555_06	PU1555_10	200628	151219	0.1404275	0.1404275	0.009262867	15.16026
PSP02	PU1555_06	PU1555_10	200004	152944	0.1333341	0.1333341	0.008437809	15.80198
PSP03	PU1555_06	PU1555_10	204289	150985	0.1500363	0.1500363	0.007854353	19.10231
PSP07	PU1555_06	PU1555_10	200704	154533	0.1299724	0.1299724	0.008382909	15.50445
PSP08	PU1555_06	PU1555_10	201428	153877	0.1338315	0.1338315	0.008765359	15.26823
PSP09	PU1555_06	PU1555_10	201933	154775	0.1322034	0.1322034	0.00792582	16.68009
PSP12	PU1555_06	PU1555_10	205637	150746	0.1540225	0.1540225	0.008552862	18.0083
PSP15	PU1555_06	PU1555_10	202609	153282	0.1386014	0.1386014	0.008662063	16.00097
PSP20	PU1555_06	PU1555_10	202410	150047	0.1485656	0.1485656	0.008826126	16.83249
Hs01	PU1555_06	PU1555_10	202030	153620	0.136117	0.136117	0.00863218	15.76855
Hs02	PU1555_06	PU1555_10	215805	145993	0.1929585	0.1929585	0.01061798	18.17281
Hs03	PU1555_06	PU1555_10	204813	147339	0.1632079	0.1632079	0.008076286	20.20829
Hs04	PU1555_06	PU1555_10	197986	153376	0.1269631	0.1269631	0.008393452	15.12644
Hs05	PU1555_06	PU1555_10	200269	154628	0.1286035	0.1286035	0.008424919	15.26466
Hs06	PU1555_06	PU1555_10	205516	150428	0.1547659	0.1547659	0.009707161	15.94348
Hs07	PU1555_06	PU1555_10	204966	151432	0.1502085	0.1502085	0.008782094	17.10395
Hs08	PU1555_06	PU1555_10	209378	148818	0.1690694	0.1690694	0.008957038	18.8756
Hs09	PU1555_06	PU1555_10	203761	152373	0.144294	0.144294	0.01004979	14.35791
Hs10	PU1555_06	PU1555_10	205532	152075	0.1494853	0.1494853	0.008222687	18.17962
BosAtns01	PU1555_06	PU1555_10	305420	80970	0.5808898	0.5808898	0.006992584	83.07227
BosAtns02	PU1555_06	PU1555_10	304153	80270	0.5823871	0.5823871	0.006061437	96.08071
BosAtns03	PU1555_06	PU1555_10	305239	80502	0.5826111	0.5826111	0.00661899	88.02115
BosAtns04	PU1555_06	PU1555_10	304139	80476	0.5815244	0.5815244	0.006723048	86.49713
BosAtns05	PU1555_06	PU1555_10	293980	78898	0.576816	0.576816	0.00706319	81.66509
BosAtns06	PU1555_06	PU1555_10	304826	80254	0.5831827	0.5831827	0.006752367	86.36715
BosAtns07	PU1555_06	PU1555_10	302471	81048	0.5773456	0.5773456	0.007048036	81.91581
BosAtns08	PU1555_06	PU1555_10	304102	81281	0.5781807	0.5781807	0.007268203	79.54933
BosAtns09	PU1555_06	PU1555_10	303385	80414	0.5809577	0.5809577	0.006480704	89.64423
BosAtns10	PU1555_06	PU1555_10	305987	81111	0.5809278	0.5809278	0.006790633	85.54841
Mino01	PU1555_06	PU1555_10	271560	106268	0.4374795	0.4374795	0.01143968	38.24229
Mino02	PU1555_06	PU1555_10	260140	110467	0.4038591	0.4038591	0.0122388	32.99825
Mino03	PU1555_06	PU1555_10	268256	107858	0.4264611	0.4264611	0.0113052	37.72257
Mino04	PU1555_06	PU1555_10	262535	111102	0.4052944	0.4052944	0.01176239	34.45681
Mino05	PU1555_06	PU1555_10	278966	100657	0.4697002	0.4697002	0.01096618	42.83171
Mino06	PU1555_06	PU1555_10	254281	115752	0.3743693	0.3743693	0.01331853	28.1089
Mino07	PU1555_06	PU1555_10	247806	123696	0.3340763	0.3340763	0.01633825	20.44749
Mino08	PU1555_06	PU1555_10	269070	108021	0.4270826	0.4270826	0.01340241	31.8661
Mino09	PU1555_06	PU1555_10	253627	117529	0.3666868	0.3666868	0.01206988	30.38031
Mino10	PU1555_06	PU1555_10	260569	115015	0.3875405	0.3875405	0.01279405	30.29068
PU1555_01	PU1555_06	PU1555_10	174413	167068	0.02150925	0.02150925	0.005604274	3.838008
PU1555_04	PU1555_06	PU1555_10	170874	168898	0.005815665	0.005815665	0.00593606	0.9797179
PU1555_05	PU1555_06	PU1555_10	173137	167555	0.0163843	0.0163843	0.006038643	2.713242
Min11	PU1555_07	PU1555_10	240479	126930	0.3090534	0.3090534	0.01278802	24.16742
Min01	PU1555_07	PU1555_10	246647	122400	0.3366699	0.3366699	0.01185688	28.39448
Min02	PU1555_07	PU1555_10	234133	131780	0.2797195	0.2797195	0.01192436	23.45782
Min03	PU1555_07	PU1555_10	253194	119196	0.3598324	0.3598324	0.01198986	30.0114
Min04	PU1555_07	PU1555_10	253599	118023	0.3648223	0.3648223	0.01308332	27.88454
Min05	PU1555_07	PU1555_10	245789	124790	0.3265134	0.3265134	0.01505492	21.68815
Min06	PU1555_07	PU1555_10	261043	115016	0.3883087	0.3883087	0.01303771	29.78351
Min07	PU1555_07	PU1555_10	237605	129649	0.2939546	0.2939546	0.01422988	20.65757
Min08	PU1555_07	PU1555_10	246791	124642	0.3288588	0.3288588	0.01288407	25.52445
Min09	PU1555_07	PU1555_10	235043	126005	0.3020042	0.3020042	0.01198657	25.1952
Min10	PU1555_07	PU1555_10	265197	109570	0.4152634	0.4152634	0.01124774	36.91972
BosCrete01	PU1555_07	PU1555_10	306375	80495	0.5838654	0.5838654	0.006208694	94.03997
BosCrete02	PU1555_07	PU1555_10	303270	82035	0.5741815	0.5741815	0.007312518	78.52035
BosCrete03	PU1555_07	PU1555_10	302007	79916	0.5815073	0.5815073	0.006786751	85.68272
BosCrete04	PU1555_07	PU1555_10	304236	79879	0.5840881	0.5840881	0.006292569	92.82188
BosCrete05	PU1555_07	PU1555_10	301431	79018	0.5846066	0.5846066	0.006765536	86.4095
BosCrete06	PU1555_07	PU1555_10	305434	80456	0.5830107	0.5830107	0.006617091	88.10679
BosCrete07	PU1555_07	PU1555_10	305032	80095	0.5840593	0.5840593	0.006206121	94.1102
BosCrete08	PU1555_07	PU1555_10	304219	80299	0.5823394	0.5823394	0.00657197	88.60957
BosCrete09	PU1555_07	PU1555_10	292275	76898	0.583404	0.583404	0.006642179	87.83322
PSP01	PU1555_07	PU1555_10	199664	149250	0.1444883	0.1444883	0.009228724	15.65637
PSP02	PU1555_07	PU1555_10	200445	152274	0.1365705	0.1365705	0.008734378	15.63597
PSP03	PU1555_07	PU1555_10	204766	150402	0.1530656	0.1530656	0.008522603	17.95996
PSP07	PU1555_07	PU1555_10	200613	153351	0.1335221	0.1335221	0.007973572	16.74558
PSP08	PU1555_07	PU1555_10	200368	151879	0.1376562	0.1376562	0.00879719	15.64775
PSP09	PU1555_07	PU1555_10	200769	152454	0.1367833	0.1367833	0.007882325	17.35316
PSP12	PU1555_07	PU1555_10	206641	150671	0.1566418	0.1566418	0.008543412	18.33481
PSP15	PU1555_07	PU1555_10	202443	152062	0.1421165	0.1421165	0.00815352	17.43008
PSP20	PU1555_07	PU1555_10	201733	148321	0.1525822	0.1525822	0.008193091	18.62327
Hs01	PU1555_07	PU1555_10	201888	152578	0.1391107	0.1391107	0.008660452	16.06275
Hs02	PU1555_07	PU1555_10	215059	144275	0.1969866	0.1969866	0.01034751	19.03711
Hs03	PU1555_07	PU1555_10	204362	145844	0.1670959	0.1670959	0.008008252	20.86547
Hs04	PU1555_07	PU1555_10	197059	151565	0.1304959	0.1304959	0.008746052	14.92055
Hs05	PU1555_07	PU1555_10	200228	153631	0.1316824	0.1316824	0.008455405	15.57375
Hs06	PU1555_07	PU1555_10	204769	148654	0.1587757	0.1587757	0.009171109	17.3126
Hs07	PU1555_07	PU1555_10	204162	149613	0.1541912	0.1541912	0.008228313	18.73911
Hs08	PU1555_07	PU1555_10	208639	147142	0.1728507	0.1728507	0.008355507	20.68704
Hs09	PU1555_07	PU1555_10	203079	150593	0.148403	0.148403	0.00981797	15.11545
Hs10	PU1555_07	PU1555_10	204923	150390	0.1534788	0.1534788	0.008269467	18.55969
BosAtns01	PU1555_07	PU1555_10	305588	80521	0.5829105	0.5829105	0.006784666	85.91588
BosAtns02	PU1555_07	PU1555_10	304122	79517	0.5854592	0.5854592	0.00590965	99.06834
BosAtns03	PU1555_07	PU1555_10	305488	80154	0.5843088	0.5843088	0.006235082	93.71308
BosAtns04	PU1555_07	PU1555_10	304441	80162	0.5831442	0.5831442	0.006446539	90.45849
BosAtns05	PU1555_07	PU1555_10	294064	78229	0.579745	0.579745	0.006622034	87.54787
BosAtns06	PU1555_07	PU1555_10	304837	79753	0.585257	0.585257	0.006297422	92.93597
BosAtns07	PU1555_07	PU1555_10	302945	80878	0.5785662	0.5785662	0.006754676	85.65417
BosAtns08	PU1555_07	PU1555_10	304476	81064	0.5794781	0.5794781	0.007033002	82.39414
BosAtns09	PU1555_07	PU1555_10	303767	80165	0.5824	0.5824	0.006474132	89.958
BosAtns10	PU1555_07	PU1555_10	306179	80660	0.582979	0.582979	0.006533076	89.23499
Mino01	PU1555_07	PU1555_10	271428	105543	0.4400471	0.4400471	0.0109947	40.02356
Mino02	PU1555_07	PU1555_10	260631	110132	0.405917	0.405917	0.01186179	34.22054
Mino03	PU1555_07	PU1555_10	269162	107972	0.4274078	0.4274078	0.01173735	36.41432
Mino04	PU1555_07	PU1555_10	262936	110797	0.4070794	0.4070794	0.01187807	34.27151
Mino05	PU1555_07	PU1555_10	279693	100700	0.4705476	0.4705476	0.01078645	43.62395
Mino06	PU1555_07	PU1555_10	254803	115597	0.3758261	0.3758261	0.0133677	28.1145
Mino07	PU1555_07	PU1555_10	248390	123424	0.3360982	0.3360982	0.01598209	21.02968
Mino08	PU1555_07	PU1555_10	269298	107528	0.4292963	0.4292963	0.01267686	33.86456
Mino09	PU1555_07	PU1555_10	255067	118061	0.3671823	0.3671823	0.01252318	29.32022
Mino10	PU1555_07	PU1555_10	260793	114339	0.3904066	0.3904066	0.01239979	31.48493
PU1555_01	PU1555_07	PU1555_10	173270	164837	0.02494181	0.02494181	0.005680015	4.391152
PU1555_04	PU1555_07	PU1555_10	171567	168397	0.009324517	0.009324517	0.005633658	1.655144
PU1555_05	PU1555_07	PU1555_10	172644	165956	0.01975192	0.01975192	0.004879606	4.047851
PU1555_06	PU1555_07	PU1555_10	170662	169538	0.003303939	0.003303939	0.005899256	0.5600603
Min11	PU1555_08	PU1555_10	237387	127372	0.3016101	0.3016101	0.0129159	23.35184
Min01	PU1555_08	PU1555_10	244174	123493	0.3282345	0.3282345	0.01194721	27.47373
Min02	PU1555_08	PU1555_10	231214	132459	0.2715489	0.2715489	0.01202538	22.58132
Min03	PU1555_08	PU1555_10	250736	120220	0.3518369	0.3518369	0.01221803	28.79653
Min04	PU1555_08	PU1555_10	251260	119206	0.3564538	0.3564538	0.01279067	27.86826
Min05	PU1555_08	PU1555_10	242579	125154	0.3193214	0.3193214	0.01518341	21.03094
Min06	PU1555_08	PU1555_10	257971	115515	0.3814226	0.3814226	0.01302073	29.29348
Min07	PU1555_08	PU1555_10	234441	130119	0.2861587	0.2861587	0.01393991	20.52801
Min08	PU1555_08	PU1555_10	242893	124286	0.3230223	0.3230223	0.0125549	25.72878
Min09	PU1555_08	PU1555_10	232809	127298	0.292999	0.292999	0.01206331	24.28845
Min10	PU1555_08	PU1555_10	262363	110279	0.4081236	0.4081236	0.01114629	36.6152
BosCrete01	PU1555_08	PU1555_10	303821	81369	0.5775124	0.5775124	0.006281072	91.94488
BosCrete02	PU1555_08	PU1555_10	300451	82660	0.5684802	0.5684802	0.007523051	75.5651
BosCrete03	PU1555_08	PU1555_10	299093	80355	0.5764637	0.5764637	0.006861704	84.01174
BosCrete04	PU1555_08	PU1555_10	301785	80815	0.5775484	0.5775484	0.006475925	89.18392
BosCrete05	PU1555_08	PU1555_10	299109	79914	0.5783158	0.5783158	0.006867447	84.21118
BosCrete06	PU1555_08	PU1555_10	302530	80876	0.5781182	0.5781182	0.006751875	85.62336
BosCrete07	PU1555_08	PU1555_10	302276	80800	0.5781516	0.5781516	0.006249312	92.51444
BosCrete08	PU1555_08	PU1555_10	301453	81059	0.5761754	0.5761754	0.006512994	88.46552
BosCrete09	PU1555_08	PU1555_10	289380	77215	0.5787449	0.5787449	0.006556493	88.2705
PSP01	PU1555_08	PU1555_10	198051	151238	0.1340237	0.1340237	0.009082746	14.75585
PSP02	PU1555_08	PU1555_10	198666	154215	0.125966	0.125966	0.008053044	15.64203
PSP03	PU1555_08	PU1555_10	202569	151944	0.1428015	0.1428015	0.008287803	17.23033
PSP07	PU1555_08	PU1555_10	198078	154578	0.1233497	0.1233497	0.0083017	14.85836
PSP08	PU1555_08	PU1555_10	198578	153704	0.1273809	0.1273809	0.0085444	14.90812
PSP09	PU1555_08	PU1555_10	199751	155206	0.1254941	0.1254941	0.008189387	15.32399
PSP12	PU1555_08	PU1555_10	203855	151595	0.1470249	0.1470249	0.008302905	17.70765
PSP15	PU1555_08	PU1555_10	199560	152916	0.1323324	0.1323324	0.008215755	16.10715
PSP20	PU1555_08	PU1555_10	200244	150575	0.1415801	0.1415801	0.008740755	16.1977
Hs01	PU1555_08	PU1555_10	199911	154183	0.1291408	0.1291408	0.008437472	15.30563
Hs02	PU1555_08	PU1555_10	212681	145570	0.1873296	0.1873296	0.01049066	17.85679
Hs03	PU1555_08	PU1555_10	202986	148098	0.1563387	0.1563387	0.008095766	19.31116
Hs04	PU1555_08	PU1555_10	195032	153018	0.1207125	0.1207125	0.007928098	15.22591
Hs05	PU1555_08	PU1555_10	198461	155540	0.1212454	0.1212454	0.008428002	14.38602
Hs06	PU1555_08	PU1555_10	203053	150629	0.1482235	0.1482235	0.009806854	15.11428
Hs07	PU1555_08	PU1555_10	202494	151617	0.1436753	0.1436753	0.008833593	16.26465
Hs08	PU1555_08	PU1555_10	206774	148862	0.1628407	0.1628407	0.008219681	19.81107
Hs09	PU1555_08	PU1555_10	200597	151842	0.138336	0.138336	0.009771735	14.15675
Hs10	PU1555_08	PU1555_10	202749	152017	0.1430013	0.1430013	0.007942256	18.00512
BosAtns01	PU1555_08	PU1555_10	302978	81262	0.5770248	0.5770248	0.006932762	83.23159
BosAtns02	PU1555_08	PU1555_10	301607	80513	0.5785983	0.5785983	0.005975542	96.82776
BosAtns03	PU1555_08	PU1555_10	303073	81131	0.5776671	0.5776671	0.006534593	88.40139
BosAtns04	PU1555_08	PU1555_10	301718	80842	0.577363	0.577363	0.00630859	91.52014
BosAtns05	PU1555_08	PU1555_10	291351	78854	0.5739982	0.5739982	0.006888434	83.32782
BosAtns06	PU1555_08	PU1555_10	302125	80465	0.5793669	0.5793669	0.00661527	87.58024
BosAtns07	PU1555_08	PU1555_10	300310	81601	0.5726701	0.5726701	0.00695673	82.31886
BosAtns08	PU1555_08	PU1555_10	301771	81780	0.5735639	0.5735639	0.007054979	81.29916
BosAtns09	PU1555_08	PU1555_10	300766	80536	0.5775737	0.5775737	0.006448727	89.56399
BosAtns10	PU1555_08	PU1555_10	303649	81619	0.5763001	0.5763001	0.006769581	85.13085
Mino01	PU1555_08	PU1555_10	268396	105915	0.4340802	0.4340802	0.01104879	39.28759
Mino02	PU1555_08	PU1555_10	257849	110951	0.3983134	0.3983134	0.01225121	32.51216
Mino03	PU1555_08	PU1555_10	265434	107790	0.4223844	0.4223844	0.01141073	37.01642
Mino04	PU1555_08	PU1555_10	259917	111342	0.4001923	0.4001923	0.01175881	34.0334
Mino05	PU1555_08	PU1555_10	276536	101074	0.4646646	0.4646646	0.01083609	42.88122
Mino06	PU1555_08	PU1555_10	252418	116686	0.3677338	0.3677338	0.01374596	26.75213
Mino07	PU1555_08	PU1555_10	245082	123695	0.329161	0.329161	0.01572798	20.92838
Mino08	PU1555_08	PU1555_10	266523	108142	0.422727	0.422727	0.01286648	32.8549
Mino09	PU1555_08	PU1555_10	251218	117854	0.3613495	0.3613495	0.01202947	30.03868
Mino10	PU1555_08	PU1555_10	258310	115478	0.3821203	0.3821203	0.01275865	29.94992
